Suite/Test/Step Name,Browser,Description,Tag,Start time,End time,Duration,Status
Test Cases/Agent/Update/TC_AGENT_009_Update_Agent_Empty_Name,Chrome 143.0.7499.170,Verify that updating an agent with empty name returns an error,,09-01-2026 18:43:56,09-01-2026 18:44:25,29.574s,PASSED
Browser_Keywords().openBrowserWithFallback(),Chrome 143.0.7499.170,,,09-01-2026 18:43:56,09-01-2026 18:43:57,1.496s,PASSED
agentHelper = new agent.Agent_Keywords(),Chrome 143.0.7499.170,,,09-01-2026 18:43:57,09-01-2026 18:43:57,0.002s,PASSED
loginHelper = new authentication.Login_Keywords(),Chrome 143.0.7499.170,,,09-01-2026 18:43:57,09-01-2026 18:43:57,0.001s,PASSED
try,Chrome 143.0.7499.170,,,09-01-2026 18:43:57,09-01-2026 18:44:21,23.428s,PASSED
Finally,Chrome 143.0.7499.170,,,09-01-2026 18:44:21,09-01-2026 18:44:25,4.536s,PASSED
,,,,,,,
Test Cases/Agent/Delete/TC_AGENT_011_Delete_Agent_Valid,Chrome 143.0.7499.170,Verify that an agent can be deleted successfully,,09-01-2026 18:44:25,09-01-2026 18:45:42,1m - 17.181s,PASSED
Browser_Keywords().openBrowserWithFallback(),Chrome 143.0.7499.170,,,09-01-2026 18:44:25,09-01-2026 18:44:27,1.515s,PASSED
agentHelper = new agent.Agent_Keywords(),Chrome 143.0.7499.170,,,09-01-2026 18:44:27,09-01-2026 18:44:27,0.001s,PASSED
loginHelper = new authentication.Login_Keywords(),Chrome 143.0.7499.170,,,09-01-2026 18:44:27,09-01-2026 18:44:27,0.002s,PASSED
try,Chrome 143.0.7499.170,,,09-01-2026 18:44:27,09-01-2026 18:45:42,1m - 15.339s,PASSED
Finally,Chrome 143.0.7499.170,,,09-01-2026 18:45:42,09-01-2026 18:45:42,0.260s,PASSED
