Suite/Test/Step Name,Browser,Description,Tag,Start time,End time,Duration,Status
try,Edge Chromium 148.0.3967.54,,,15-05-2026 22:58:29,15-05-2026 22:58:44,14.863s,PASSED
Finally,Edge Chromium 148.0.3967.54,,,15-05-2026 22:58:44,15-05-2026 22:58:45,0.390s,PASSED
,,,,,,,
Test Cases/Authentication/Login/TC_AUTH_013_Login_Session_Persistence,Edge Chromium 148.0.3967.54,Verify that user session persists after page refresh and navigation (cookies/localStorage working),"security,session,authentication",15-05-2026 22:58:45,15-05-2026 22:58:59,14.577s,FAILED
"openBrowser("""")",Edge Chromium 148.0.3967.54,,,15-05-2026 22:58:45,15-05-2026 22:58:45,0.702s,PASSED
maximizeWindow(),Edge Chromium 148.0.3967.54,,,15-05-2026 22:58:45,15-05-2026 22:58:45,0.049s,PASSED
loginHelper = new authentication.Login_Keywords(),Edge Chromium 148.0.3967.54,,,15-05-2026 22:58:45,15-05-2026 22:58:45,0.002s,PASSED
try,Edge Chromium 148.0.3967.54,,,15-05-2026 22:58:45,15-05-2026 22:58:59,13.427s,PASSED
Finally,Edge Chromium 148.0.3967.54,,,15-05-2026 22:58:59,15-05-2026 22:58:59,0.345s,FAILED
,,,,,,,
Test Cases/Authentication/Login/TC_AUTH_012_Login_Password_Not_In_URL,Edge Chromium 148.0.3967.54,Verify that passwords are never exposed in URLs or browser history (POST vs GET),"security,critical,authentication",15-05-2026 22:58:59,15-05-2026 22:59:08,9.177s,PASSED
"openBrowser("""")",Edge Chromium 148.0.3967.54,,,15-05-2026 22:58:59,15-05-2026 22:59:00,0.750s,PASSED
maximizeWindow(),Edge Chromium 148.0.3967.54,,,15-05-2026 22:59:00,15-05-2026 22:59:00,0.055s,PASSED
loginHelper = new authentication.Login_Keywords(),Edge Chromium 148.0.3967.54,,,15-05-2026 22:59:00,15-05-2026 22:59:00,0.000s,PASSED
try,Edge Chromium 148.0.3967.54,,,15-05-2026 22:59:00,15-05-2026 22:59:08,8.043s,PASSED
Finally,Edge Chromium 148.0.3967.54,,,15-05-2026 22:59:08,15-05-2026 22:59:08,0.267s,PASSED
,,,,,,,
Test Cases/Authentication/Login/TC_AUTH_011_Login_XSS_Prevention,Edge Chromium 148.0.3967.54,Verify that XSS (Cross-Site Scripting) attacks are prevented in login input fields,"security,critical,authentication",15-05-2026 22:59:08,15-05-2026 22:59:19,10.613s,PASSED
"openBrowser("""")",Edge Chromium 148.0.3967.54,,,15-05-2026 22:59:08,15-05-2026 22:59:09,0.683s,PASSED
maximizeWindow(),Edge Chromium 148.0.3967.54,,,15-05-2026 22:59:09,15-05-2026 22:59:09,0.047s,PASSED
loginHelper = new authentication.Login_Keywords(),Edge Chromium 148.0.3967.54,,,15-05-2026 22:59:09,15-05-2026 22:59:09,0.000s,PASSED
try,Edge Chromium 148.0.3967.54,,,15-05-2026 22:59:09,15-05-2026 22:59:19,9.494s,PASSED
Finally,Edge Chromium 148.0.3967.54,,,15-05-2026 22:59:19,15-05-2026 22:59:19,0.320s,PASSED
,,,,,,,
Test Cases/Authentication/Login/TC_AUTH_010_Login_Password_Masking,Edge Chromium 148.0.3967.54,Verify that password input fields are masked (type=password) on Login and Register pages,"security,ui-validation,authentication",15-05-2026 22:59:19,15-05-2026 22:59:22,2.921s,PASSED
"openBrowser("""")",Edge Chromium 148.0.3967.54,,,15-05-2026 22:59:19,15-05-2026 22:59:20,0.792s,PASSED
maximizeWindow(),Edge Chromium 148.0.3967.54,,,15-05-2026 22:59:20,15-05-2026 22:59:20,0.033s,PASSED
loginHelper = new authentication.Login_Keywords(),Edge Chromium 148.0.3967.54,,,15-05-2026 22:59:20,15-05-2026 22:59:20,0.001s,PASSED
try,Edge Chromium 148.0.3967.54,,,15-05-2026 22:59:20,15-05-2026 22:59:22,1.794s,PASSED
Finally,Edge Chromium 148.0.3967.54,,,15-05-2026 22:59:22,15-05-2026 22:59:22,0.237s,PASSED
,,,,,,,
