Suite/Test/Step Name,Browser,Description,Tag,Start time,End time,Duration,Status
sellKW = new propertyservice.Sell_Keywords(),Chrome 143.0.7499.170,,,09-01-2026 19:07:37,09-01-2026 19:07:37,0.010s,PASSED
notif.loginAsReviewUser(),Chrome 143.0.7499.170,,,09-01-2026 19:07:37,09-01-2026 19:07:46,9.516s,PASSED
notif.navigateToNotifications(),Chrome 143.0.7499.170,,,09-01-2026 19:07:46,09-01-2026 19:07:49,2.931s,PASSED
initialCount = notif.getNotificationCount(),Chrome 143.0.7499.170,,,09-01-2026 19:07:49,09-01-2026 19:07:50,0.292s,PASSED
comment(Initial notification count: $initialCount),Chrome 143.0.7499.170,,,09-01-2026 19:07:50,09-01-2026 19:07:50,0.006s,PASSED
sellKW.navigateToSellPage(),Chrome 143.0.7499.170,,,09-01-2026 19:07:50,09-01-2026 19:07:50,0.208s,PASSED
sellKW.verifySellPageLoaded(),Chrome 143.0.7499.170,,,09-01-2026 19:07:50,09-01-2026 19:07:50,0.496s,PASSED
projectDir = getProjectDir(),Chrome 143.0.7499.170,,,09-01-2026 19:07:50,09-01-2026 19:07:50,0.002s,PASSED
"imagePath = projectDir + ""/TestData/villa.jpg""",Chrome 143.0.7499.170,,,09-01-2026 19:07:50,09-01-2026 19:07:50,0.004s,PASSED
comment(Project directory: $projectDir),Chrome 143.0.7499.170,,,09-01-2026 19:07:50,09-01-2026 19:07:50,0.005s,PASSED
comment(Image path: $imagePath),Chrome 143.0.7499.170,,,09-01-2026 19:07:50,09-01-2026 19:07:50,0.005s,PASSED
imageFile = new java.io.File(imagePath),Chrome 143.0.7499.170,,,09-01-2026 19:07:50,09-01-2026 19:07:50,0.002s,PASSED
if (!(imageFile.exists())),Chrome 143.0.7499.170,,,09-01-2026 19:07:50,09-01-2026 19:07:50,0.011s,PASSED
comment(✓ villa.jpg found! Size: $imageFile.length() bytes),Chrome 143.0.7499.170,,,09-01-2026 19:07:50,09-01-2026 19:07:50,0.019s,PASSED
imagePath = imageFile.getAbsolutePath(),Chrome 143.0.7499.170,,,09-01-2026 19:07:50,09-01-2026 19:07:50,0.002s,PASSED
comment(Using absolute path: $imagePath),Chrome 143.0.7499.170,,,09-01-2026 19:07:50,09-01-2026 19:07:50,0.005s,PASSED
