Suite/Test/Step Name,Browser,Description,Tag,Start time,End time,Duration,Status
currentLastName = profileKW.getLastNameValue(),Edge Chromium 148.0.3967.54,,,15-05-2026 22:57:16,15-05-2026 22:57:17,0.290s,PASSED
"verifyMatch(currentFirstName, originalFirstName, false)",Edge Chromium 148.0.3967.54,,,15-05-2026 22:57:17,15-05-2026 22:57:17,0.034s,PASSED
"verifyMatch(currentLastName, originalLastName, false)",Edge Chromium 148.0.3967.54,,,15-05-2026 22:57:17,15-05-2026 22:57:17,0.007s,PASSED
closeBrowser(),Edge Chromium 148.0.3967.54,,,15-05-2026 22:57:17,15-05-2026 22:57:17,0.583s,PASSED
,,,,,,,
Test Cases/Profile/Validation/TC_PROF_VAL1_EmptyFirstName,Edge Chromium 148.0.3967.54,Validation: Attempt to save with empty first name,"profile,validation,negative",15-05-2026 22:57:17,15-05-2026 22:58:00,43.236s,PASSED
profileKW = new profile.Profile_Keywords(),Edge Chromium 148.0.3967.54,,,15-05-2026 22:57:17,15-05-2026 22:57:17,0.001s,PASSED
profileKW.loginAndNavigateToProfile(),Edge Chromium 148.0.3967.54,,,15-05-2026 22:57:17,15-05-2026 22:57:38,20.971s,PASSED
"profileKW.fillFirstName("""")",Edge Chromium 148.0.3967.54,,,15-05-2026 22:57:38,15-05-2026 22:57:39,0.944s,PASSED
profileKW.clickSaveChanges(),Edge Chromium 148.0.3967.54,,,15-05-2026 22:57:39,15-05-2026 22:57:42,2.379s,PASSED
delay(2),Edge Chromium 148.0.3967.54,,,15-05-2026 22:57:42,15-05-2026 22:57:44,2.014s,PASSED
profileKW.restoreOriginalProfile(),Edge Chromium 148.0.3967.54,,,15-05-2026 22:57:44,15-05-2026 22:58:00,16.488s,PASSED
closeBrowser(),Edge Chromium 148.0.3967.54,,,15-05-2026 22:58:00,15-05-2026 22:58:00,0.366s,PASSED
,,,,,,,
Test Cases/Profile/Validation/TC_PROF_VAL2_EmptyLastName,Edge Chromium 148.0.3967.54,Validation: Attempt to save with empty last name,"profile,validation,negative",15-05-2026 22:58:00,15-05-2026 22:58:43,42.982s,PASSED
profileKW = new profile.Profile_Keywords(),Edge Chromium 148.0.3967.54,,,15-05-2026 22:58:00,15-05-2026 22:58:00,0.003s,PASSED
profileKW.loginAndNavigateToProfile(),Edge Chromium 148.0.3967.54,,,15-05-2026 22:58:00,15-05-2026 22:58:21,20.342s,PASSED
"profileKW.fillLastName("""")",Edge Chromium 148.0.3967.54,,,15-05-2026 22:58:21,15-05-2026 22:58:22,1.347s,PASSED
profileKW.clickSaveChanges(),Edge Chromium 148.0.3967.54,,,15-05-2026 22:58:22,15-05-2026 22:58:25,2.619s,PASSED
delay(2),Edge Chromium 148.0.3967.54,,,15-05-2026 22:58:25,15-05-2026 22:58:27,2.009s,PASSED
profileKW.restoreOriginalProfile(),Edge Chromium 148.0.3967.54,,,15-05-2026 22:58:27,15-05-2026 22:58:43,16.169s,PASSED
closeBrowser(),Edge Chromium 148.0.3967.54,,,15-05-2026 22:58:43,15-05-2026 22:58:43,0.445s,PASSED
,,,,,,,
Test Cases/Profile/Validation/TC_PROF_VAL3_InvalidPhoneNumber,Edge Chromium 148.0.3967.54,Validation: Attempt to save with invalid phone number format,"profile,validation,negative",15-05-2026 22:58:43,15-05-2026 22:59:25,41.944s,PASSED
profileKW = new profile.Profile_Keywords(),Edge Chromium 148.0.3967.54,,,15-05-2026 22:58:43,15-05-2026 22:58:43,0.002s,PASSED
profileKW.loginAndNavigateToProfile(),Edge Chromium 148.0.3967.54,,,15-05-2026 22:58:43,15-05-2026 22:59:03,19.310s,PASSED
"profileKW.fillPhoneNumber(""123"")",Edge Chromium 148.0.3967.54,,,15-05-2026 22:59:03,15-05-2026 22:59:04,1.109s,PASSED
profileKW.clickSaveChanges(),Edge Chromium 148.0.3967.54,,,15-05-2026 22:59:04,15-05-2026 22:59:06,2.386s,PASSED
delay(2),Edge Chromium 148.0.3967.54,,,15-05-2026 22:59:06,15-05-2026 22:59:08,2.017s,PASSED
profileKW.restoreOriginalProfile(),Edge Chromium 148.0.3967.54,,,15-05-2026 22:59:08,15-05-2026 22:59:25,16.700s,PASSED
closeBrowser(),Edge Chromium 148.0.3967.54,,,15-05-2026 22:59:25,15-05-2026 22:59:25,0.367s,PASSED
