Suite/Test/Step Name,Browser,Description,Tag,Start time,End time,Duration,Status
Finally,Chrome 143.0.7499.170,,,09-01-2026 18:58:32,09-01-2026 18:58:32,0.238s,PASSED
,,,,,,,
Test Cases/DeveloperProperties/Projects/TC_DEVPROP_040_Create_Project_Check_Active_Count,Chrome 143.0.7499.170,Verify active project count after creating new project,"developer-properties,projects,positive",09-01-2026 18:58:32,09-01-2026 18:59:33,1m - 1.345s,FAILED
"DATA BINDING - {""(Default) proje..."":""Active Count Test Project""}",,,,,,,
"openBrowser("""")",Chrome 143.0.7499.170,,,09-01-2026 18:58:32,09-01-2026 18:58:34,1.480s,PASSED
devPropHelper = new developerproperties.DeveloperProperties_Keywords(),Chrome 143.0.7499.170,,,09-01-2026 18:58:34,09-01-2026 18:58:34,0.002s,PASSED
loginHelper = new authentication.Login_Keywords(),Chrome 143.0.7499.170,,,09-01-2026 18:58:34,09-01-2026 18:58:34,0.001s,PASSED
try,Chrome 143.0.7499.170,,,09-01-2026 18:58:34,09-01-2026 18:59:33,59.448s,PASSED
Finally,Chrome 143.0.7499.170,,,09-01-2026 18:59:33,09-01-2026 18:59:33,0.294s,FAILED
,,,,,,,
Test Cases/DeveloperProperties/Projects/TC_DEVPROP_041_Check_Developer_Count_After_Signup,Chrome 143.0.7499.170,Verify developer count after signup as new developer,"developer-properties,developers,positive",09-01-2026 18:59:33,09-01-2026 18:59:57,23.786s,FAILED
"DATA BINDING - {""(Default) devel..."":""TestPassword123!""}",,,,,,,
"openBrowser("""")",Chrome 143.0.7499.170,,,09-01-2026 18:59:33,09-01-2026 18:59:35,1.534s,PASSED
devPropHelper = new developerproperties.DeveloperProperties_Keywords(),Chrome 143.0.7499.170,,,09-01-2026 18:59:35,09-01-2026 18:59:35,0.001s,PASSED
loginHelper = new authentication.Login_Keywords(),Chrome 143.0.7499.170,,,09-01-2026 18:59:35,09-01-2026 18:59:35,0.001s,PASSED
registerHelper = new authentication.Register_Keywords(),Chrome 143.0.7499.170,,,09-01-2026 18:59:35,09-01-2026 18:59:35,0.001s,PASSED
try,Chrome 143.0.7499.170,,,09-01-2026 18:59:35,09-01-2026 18:59:57,21.857s,FAILED
catch (Exception e),Chrome 143.0.7499.170,,,09-01-2026 18:59:57,09-01-2026 18:59:57,0.006s,PASSED
Finally,Chrome 143.0.7499.170,,,09-01-2026 18:59:57,09-01-2026 18:59:57,0.276s,PASSED
,,,,,,,
Test Cases/DeveloperProperties/Projects/TC_DEVPROP_042_List_Properties_For_Specific_Project,Chrome 143.0.7499.170,Verify listing properties for a specific project,"developer-properties,positive,properties",09-01-2026 18:59:57,09-01-2026 19:01:00,1m - 3.085s,PASSED
"DATA BINDING - {""(Default) proje..."":""507f1f77bcf86cd799439012""}",,,,,,,
"openBrowser("""")",Chrome 143.0.7499.170,,,09-01-2026 18:59:57,09-01-2026 18:59:59,1.464s,PASSED
devPropHelper = new developerproperties.DeveloperProperties_Keywords(),Chrome 143.0.7499.170,,,09-01-2026 18:59:59,09-01-2026 18:59:59,0.002s,PASSED
loginHelper = new authentication.Login_Keywords(),Chrome 143.0.7499.170,,,09-01-2026 18:59:59,09-01-2026 18:59:59,0.001s,PASSED
try,Chrome 143.0.7499.170,,,09-01-2026 18:59:59,09-01-2026 19:01:00,1m - 1.205s,PASSED
Finally,Chrome 143.0.7499.170,,,09-01-2026 19:01:00,09-01-2026 19:01:00,0.307s,PASSED
,,,,,,,
Test Cases/DeveloperProperties/Projects/TC_DEVPROP_043_View_Project_Details_Page,Chrome 143.0.7499.170,Verify viewing project details page with complete information,"developer-properties,projects,positive",09-01-2026 19:01:00,09-01-2026 19:01:17,16.943s,PASSED
"DATA BINDING - {""(Default) proje..."":""507f1f77bcf86cd799439012""}",,,,,,,
"openBrowser("""")",Chrome 143.0.7499.170,,,09-01-2026 19:01:00,09-01-2026 19:01:02,1.428s,PASSED
devPropHelper = new developerproperties.DeveloperProperties_Keywords(),Chrome 143.0.7499.170,,,09-01-2026 19:01:02,09-01-2026 19:01:02,0.003s,PASSED
loginHelper = new authentication.Login_Keywords(),Chrome 143.0.7499.170,,,09-01-2026 19:01:02,09-01-2026 19:01:02,0.001s,PASSED
try,Chrome 143.0.7499.170,,,09-01-2026 19:01:02,09-01-2026 19:01:17,15.068s,PASSED
Finally,Chrome 143.0.7499.170,,,09-01-2026 19:01:17,09-01-2026 19:01:17,0.352s,PASSED
,,,,,,,
Test Cases/DeveloperProperties/Projects/TC_DEVPROP_044_Signup_As_Developer_Access_MyProjects,Chrome 143.0.7499.170,Verify new developer can signup and access My Projects page,"myprojects,developer,positive,signup",09-01-2026 19:01:17,09-01-2026 19:01:40,23.321s,PASSED
"openBrowser("""")",Chrome 143.0.7499.170,,,09-01-2026 19:01:17,09-01-2026 19:01:19,1.465s,PASSED
registerHelper = new authentication.Register_Keywords(),Chrome 143.0.7499.170,,,09-01-2026 19:01:19,09-01-2026 19:01:19,0.003s,PASSED
devPropHelper = new developerproperties.DeveloperProperties_Keywords(),Chrome 143.0.7499.170,,,09-01-2026 19:01:19,09-01-2026 19:01:19,0.001s,PASSED
try,Chrome 143.0.7499.170,,,09-01-2026 19:01:19,09-01-2026 19:01:40,21.532s,PASSED
Finally,Chrome 143.0.7499.170,,,09-01-2026 19:01:40,09-01-2026 19:01:40,0.264s,PASSED
,,,,,,,
Test Cases/DeveloperProperties/Properties/TC_DEVPROP_008_Create_Property_Valid_Data,Chrome 143.0.7499.170,"Create Property with Valid Data - Login, open existing project, add property, verify visible","properties, create, positive",09-01-2026 19:01:40,09-01-2026 19:02:08,28.039s,PASSED
"openBrowser("""")",Chrome 143.0.7499.170,,,09-01-2026 19:01:40,09-01-2026 19:01:42,1.415s,PASSED
devPropHelper = new developerproperties.DeveloperProperties_Keywords(),Chrome 143.0.7499.170,,,09-01-2026 19:01:42,09-01-2026 19:01:42,0.002s,PASSED
loginHelper = new authentication.Login_Keywords(),Chrome 143.0.7499.170,,,09-01-2026 19:01:42,09-01-2026 19:01:42,0.001s,PASSED
try,Chrome 143.0.7499.170,,,09-01-2026 19:01:42,09-01-2026 19:02:08,26.311s,PASSED
Finally,Chrome 143.0.7499.170,,,09-01-2026 19:02:08,09-01-2026 19:02:08,0.251s,PASSED
,,,,,,,
Test Cases/DeveloperProperties/Properties/TC_DEVPROP_012_Get_Properties_By_Project,Chrome 143.0.7499.170,Verify retrieval of properties by project ID,"developer-properties,positive,properties",09-01-2026 19:02:08,09-01-2026 19:02:27,18.793s,PASSED
"DATA BINDING - {""(Default) proje..."":""507f1f77bcf86cd799439012""}",,,,,,,
"openBrowser("""")",Chrome 143.0.7499.170,,,09-01-2026 19:02:09,09-01-2026 19:02:10,1.440s,PASSED
devPropHelper = new developerproperties.DeveloperProperties_Keywords(),Chrome 143.0.7499.170,,,09-01-2026 19:02:10,09-01-2026 19:02:10,0.002s,PASSED
